CTL1.1	CTL1.2	CTL2.1	CTL2.2	CTL3.1	CTL3.2	TETA1.1	TETA1.2	TETA2.1	TETA2.2	TETA3.1	TETA3.2
1810010H24Rik	1.29623305300068	1.49140822245401	1.53058796969468	1.54743484006018	1.52928171022245	1.33062443667638	1.45526589871122	1.34407429505532	1.62512864543658	1.57201268331252	1.57620578362009	1.48915565226854
1810013L24Rik	4.15575312981872	4.17933357367175	4.17256439106408	4.20547240005864	4.14368312989624	4.16030233897669	4.30340226787937	4.17506758694515	4.13195152544314	4.22471378703356	4.16910310674502	4.17640334733007
1810030O07Rik	3.67960401025138	3.58399346644747	3.70880200031481	3.59373766894714	3.66952934854369	3.6640524626898	3.51677824026273	3.73671661639955	3.69154875462048	3.63058349072448	3.60183543514733	3.63872829427298
1810037I17Rik	4.19816477306173	4.23353933244534	4.27237816265536	4.22567686082562	4.3501549687689	4.29744976420605	4.2538334822192	4.29453329118989	4.33356618873303	4.268160491413	4.17634712259148	4.21158980435697
1810055G02Rik	3.88050377490965	3.75651494478968	3.82044073746897	3.7264961299498	3.85769054270936	3.76485917167625	3.78809783729271	3.80035843398855	3.7472948963162	3.69416135608299	3.82426866663328	3.63747097619629
1810058I24Rik	3.01626129038477	3.00101292212336	2.9974272066657	3.03778713752607	3.08900045780742	2.92982534498066	3.01263733641186	2.95512113897842	2.96165856670247	2.97715134228151	2.99503022890796	2.96903980110953
2010300C02Rik	2.02229405573293	2.09319523655087	2.09140693736412	2.09133997154988	2.05476587463935	2.13504733273927	2.26814525184975	2.14611823355026	2.30070383405296	2.12346195793069	2.06855338064648	2.06135800273844
2010315B03Rik	1.98859981382229	1.91566828982395	1.91732300754683	1.92701866527714	2.03585240087938	1.91600287627074	1.95180256392106	1.98291369315963	1.79193111735779	2.00807795275196	1.91963733435666	1.83793716825162
2210016F16Rik	2.30748479117952	2.36148230295358	2.36749766771698	2.37046020254504	2.30838521831369	2.39842273737011	2.32183792586091	2.24031692213872	2.21123024232594	2.31197182075547	2.31028705726072	2.19633219166106
2210016L21Rik	4.42168506770278	4.44027940106201	4.39190424731737	4.44844018676232	4.50267961168786	4.41877920601064	4.42831960262139	4.4557932659859	4.48520762669856	4.48687613216223	4.42473864912112	4.42020250328732
2210408I21Rik	2.08719078385681	2.16855413764197	2.17725572692493	2.11455104277567	1.92461774907698	2.0834049372597	2.22377104715265	2.00971449472356	2.16995414775053	2.04722829640845	2.30565146080387	2.23932758960272
2300009A05Rik	2.59848100650714	2.56195196587201	2.70107603456413	2.55390375061184	2.71969388328968	2.60083616924807	2.6568803072008	2.61218473680858	2.48325595976424	2.59138632101458	2.5745057037826	2.50253216066718
2310009B15Rik	1.57231863340581	1.78822755632042	1.90347187746203	1.82845563190275	1.81035856920378	1.938023950561	1.4597371961992	1.62166317109383	1.69643189450571	1.77336228359456	1.60072645128119	1.69156246535255
2310011J03Rik	2.91131799504997	2.90941652297639	3.00773835512066	2.96240017687636	2.82340512325098	3.03489399179062	2.93892317603714	3.02438946300207	3.00986774856529	2.99958658631483	2.85922241197933	2.91308166963628
2310022A10Rik	2.80822099257116	2.76947121104271	2.73395757682208	2.84430367598027	2.75392163384827	2.76307181649907	2.74670014629948	2.79469837688075	2.83011913735463	2.77114330907491	2.70582812822707	2.76524739449814
2310022B05Rik	5.1720336156519	5.21150776696794	5.22039564604322	5.24145078671638	5.16867171602696	5.17682325718967	5.31271175156905	5.22568968988732	5.22246197955174	5.27753103475965	5.21854411576829	5.30416623380702
2310033P09Rik	3.54477689630931	3.38263164889563	3.34566593953423	3.37059060379976	3.45999526285855	3.51393613535924	3.37979564092267	3.67440879637488	3.51383739479416	3.56716265196572	3.38507194635619	3.29324270026746
2310039H08Rik	3.32306009862863	3.27687022880199	3.25825288234412	3.31764973766031	3.43976996220601	3.27856047296134	3.4475632595131	3.43351703409122	3.27243872054289	3.45370446842955	3.23325124025859	3.27494813783025
2310057M21Rik	1.52666327976138	1.46665550702075	1.5298329032822	1.48977641727998	1.49250965088676	1.47233297598732	1.46819507375371	1.47769914338584	1.37688609762195	1.43664387760461	1.45328362488833	1.5175768348667
2310061I04Rik	3.88625632871869	3.79035414059065	3.87548044632631	3.81400881826713	3.86156009949261	3.9042804632735	3.77593278399325	3.88904237871299	3.78444482351311	3.77305692064191	3.71568015267945	3.74303966762848
2410002F23Rik	4.90127117372845	4.91410251220355	4.92500845633181	4.93573689721648	4.91977323163731	4.92202374207511	4.89845516397664	4.887742687995	4.94409998566379	4.86097189333038	4.86521493316077	4.92575452078864
2410004B18Rik	4.17623093385095	4.29278208541888	4.21363654620163	4.22136934205685	4.19227236533263	4.31326945873645	4.28110801965369	4.18214786126107	4.30268619699973	4.23399253742345	4.29308978344725	4.19135782396076
2410131K14Rik	3.66442613847092	3.69727578347669	3.67951984216196	3.6716498456573	3.6316053567525	3.62813088680674	3.74793506625673	3.62985880131446	3.69785068523504	3.65799904956435	3.7688998795155	3.72504607408982
2510002D24Rik	2.71016616989884	2.56117100727002	2.82558225489867	2.5683519409442	2.643229045463	2.74493918719933	2.58184111263964	2.7864355521526	2.62834329883032	2.59645891228513	2.56449686387222	2.61033084942078
2510009E07Rik	4.26786136171203	4.26119396262245	4.24231225005926	4.30403327089507	4.28386660660337	4.21784876805846	4.31013151676876	4.23253858749043	4.27325493883744	4.21881017735388	4.2205376994529	4.27098443989972
2510039O18Rik	3.58664147954734	3.65971321120587	3.69712079195977	3.70956059279513	3.50813071336487	3.64111691061128	3.64377296469801	3.59256254476663	3.61302329279018	3.69089966744747	3.662906633138	3.73403290567996
2610001J05Rik	3.01454328852645	2.86917404055303	2.82288774135676	2.90483549233653	2.79829564880183	2.85089976389799	2.88040962497055	2.98342679712618	2.89363452288671	2.88665507237744	2.89008846052813	2.98567446260782
2610002M06Rik	3.7743214741651	3.75576422994276	3.69136345356601	3.68555813769528	3.81027917202169	3.76901411694345	3.83477919288516	3.81223430687678	3.84471300409926	3.7259193808863	3.76301458272253	3.76207073806195
2610008E11Rik	4.14973085237783	4.11701624648678	4.195432496664	4.16277808876017	4.1668335287757	4.17512388654171	4.15664788536619	4.19623953646128	4.173181302668	4.16459915558347	4.08061640668035	4.07133464619338
2610021A01Rik	2.88438921002013	2.82074336750879	2.81438564706086	2.84528070598019	2.97677586983793	2.85702331234143	2.82563944534954	2.88027350487366	2.87892708871321	2.77277980927318	2.72087350751118	2.78476132820535
2610042L04Rik	2.03976613829099	1.94461557320856	1.85528089130101	1.98700108929659	1.90809762202816	2.06536542355758	1.73884310630656	1.87743731827582	1.81736253167747	1.78213847261015	1.76290977830208	1.68718662240044
2610044O15Rik8	2.81958206656099	2.75745531270889	2.91136646809018	2.79261147593061	2.92100272390367	2.73606687067049	2.8195504203571	2.78657089364645	2.73063599912656	2.75989193769967	2.79465352424323	2.71994625513871
2610301B20Rik	3.69338321918754	3.69118679428237	3.59724010059638	3.70107259156455	3.60690562889941	3.69218869282251	3.532968241992	3.69201142352484	3.66611891014179	3.75417710848502	3.69149235851642	3.68428724593999
2610318N02Rik	1.42366762563462	1.3345396406417	1.26109140050581	1.34063373861716	1.30809625932164	1.55232693457488	1.51561922912629	1.54207030845197	1.37763659093756	1.36993949372448	1.13155052205347	1.25295514103588
2610507B11Rik	4.38890771506773	4.31219607195431	4.36292168333647	4.30318089707423	4.27866334545636	4.34856646598273	4.29042003435412	4.33585279470325	4.28234451958348	4.23200967822473	4.31221998432898	4.37552530597035
2700049A03Rik	2.4043672655872	2.46102091382853	2.402245432521	2.49412677282295	2.45315451946507	2.40204320263121	2.47042294886771	2.45588766911439	2.58171925094554	2.49663659709859	2.44569915535466	2.53746443492466
2700062C07Rik	3.6570570526276	3.44572352646231	3.5986752107261	3.55119903832517	3.43081513019295	3.50332529701391	3.37791873136438	3.55063488240777	3.44381260803116	3.40189816144549	3.44175475107315	3.42164275947091
2700081O15Rik	6.14103242575877	6.15828758581199	6.0606762434599	6.16706438577088	6.08059359562863	6.14359365244398	6.11622404914711	6.03574591044543	6.11361191390195	6.01385688514882	6.08192115056319	6.09256254620641
2700097O09Rik	1.93877581962182	1.90169710009683	1.8720538927592	1.92261292891536	1.96986971060156	1.87064695457798	1.85177916103976	1.94390995839062	1.94319563771779	1.94444342639948	1.90819735114887	1.91038661468462
2810004N23Rik	2.61393500067351	2.61474938122268	2.58772648151146	2.67843943441746	2.57657286783802	2.61877389498177	2.568310747219	2.57469187746566	2.55882432654899	2.61957778167665	2.55082283922633	2.53879367334803
2810006K23Rik	2.24425210338937	2.31411733368064	2.4031319554169	2.38925377963265	2.31454386649466	2.39162401060233	2.16590205334844	2.277358229197	2.34900636387006	2.34142387584028	2.22470826562428	2.22315613241367
2810021J22Rik	2.69028681942279	2.54050801883503	2.54538061806083	2.55513499835364	2.61143448580181	2.56145781853448	2.54148532143369	2.59900658368544	2.56132858696803	2.42043128876639	2.4977163399492	2.53586472708009
2810408A11Rik	2.22468129795543	2.06978488693869	2.37792156810948	2.17779390106395	2.07074099321817	2.2028714160829	2.16041440302679	2.30083751027584	2.36826507018495	2.0547887314979	2.06188936308657	2.1900838506892
2810459M11Rik	2.03901785222935	2.27229669850713	2.10441614636256	2.10855796129794	2.0402199249383	2.23568341730643	2.27704116560401	1.96950508188169	2.18852910467951	2.09219546823311	2.32689129444902	2.12569418485011
2900026A02Rik	2.48824498815513	2.42062969910023	2.33903881099254	2.34668278774921	2.35879059413884	2.34624064434754	2.44360642750139	2.38834138354322	2.45204014612579	2.28764824307857	2.51731643467495	2.47334911870683
3110001I22Rik	1.80986713470693	1.75537547771408	1.5800803509901	1.76830037770747	1.55890537443121	1.69854418301208	1.70454638607975	1.69439742173839	1.60002611500965	1.74021402906194	1.76751808653911	1.73123325365454
3110009E18Rik	1.07887975825352	1.09386895563667	1.13032632136423	1.08085915357671	1.24533351668228	1.09436857541061	0.856291756704173	0.987195871438245	0.753605469237548	1.13141492145316	1.07883673381699	0.988841399853714
3110040N11Rik	3.20773954170405	3.32123539331482	3.16475077712232	3.22994690465269	3.31795256570236	3.20543062418571	3.40730839443571	3.09644807484685	3.13970979404092	3.15448525062565	3.30602763181419	3.32486573801663
3110082I17Rik	2.04675996473872	1.82944663145677	1.97795020084017	1.8784541816714	1.82230294851378	1.7732463560764	1.70397146490541	1.903363855562	1.87424318882441	1.7650048111214	1.97921669807724	1.92221311527981
3300002I08Rik	1.38072935411957	1.38707499494237	1.44637275657854	1.36097560757089	1.12588096358473	1.40889147876168	1.64878261512199	1.32521363896801	1.21689292293645	1.29199205148901	1.41732506236714	1.47150691220016
3830406C13Rik	2.25076217073466	2.12165025762156	2.19300229915411	2.18190200303448	2.18002536897118	2.03942865400335	2.26679129730066	2.22300573263177	2.18281185107159	2.13177533002244	2.18222660085297	2.25795446628882
4833420G17Rik	4.16789144462234	4.10391560199197	4.18975957127473	4.16275351386346	4.1508592125083	4.19408905758141	4.1006996945844	4.19336119793923	4.2094562010528	4.08816927565839	4.02372820128182	4.06719212052718
4833439L19Rik	5.52438399017516	5.45923695603572	5.5414162630991	5.53242985903276	5.53538530068698	5.46846577001697	5.52258548386604	5.56772296866258	5.526221794192	5.53068162721838	5.4401247737077	5.4970262581816
4921507P07Rik	0.825247370644537	0.797673085843219	1.1371502463047	0.726488925808223	1.09717515213035	0.799920234471755	0.856222466114386	0.788567518867874	0.850784444344928	0.592401585115616	0.865185850080162	0.985439706161716
4921524J17Rik	4.14275596700405	3.94820513960562	4.15018024236782	4.1647473202084	3.99814915217006	3.95958409908447	4.00026275661787	4.21914724738703	4.18286351201053	4.14197697382238	3.96226029757273	4.02265711383737
4930402H24Rik	4.16505973198819	4.23269529836899	4.21611373016002	4.22523387318467	4.212540413264	4.24797753507916	4.22466481275163	4.19677106131592	4.20206734037239	4.26266286970675	4.21090610295775	4.20039436735033
4930430F08Rik	1.61333107445449	1.6434894753272	1.7478645762954	1.68358830198834	1.64746418365032	1.61779224794599	1.50370885389189	1.5707073633135	1.69875987371123	1.59681183791934	1.6735212351746	1.64939902942562
4930432K21Rik	1.10023548325497	1.14560635733011	1.24549247908771	1.2131877379449	1.17471230700403	1.23773611109406	1.15135338964556	1.15636864101163	1.45295529035414	1.02869535424117	1.01702792936424	1.09365934062788
4930447C04Rik	0.802089460290008	0.941003823449937	0.779472430383965	0.951694798092728	0.852370699586833	0.894251247228953	1.06689984532687	0.846547856584092	0.783493292168122	1.0049770635771	0.843923425777077	0.98172090829264
4930452B06Rik	1.93627551935341	1.89728084883412	1.89734693053876	1.85695995545012	1.79689557169186	1.89545791913461	1.81489014935242	1.96913595851711	1.86275376034673	2.04354822577475	2.05057222628118	1.90073976181775
4930453N24Rik	2.52246674965604	2.54231810309928	2.63288404206899	2.66432472485456	2.66468016965592	2.52122605551758	2.61461958067468	2.55381237957389	2.57656283819779	2.61286822485438	2.46789684177738	2.48393118092078
4930503L19Rik	2.35456558071272	2.2765546721933	2.41298448083919	2.39203930881133	2.28023368757612	2.31381285127561	2.33936793826896	2.36326151808376	2.30107646279745	2.35155889025874	2.25791182816849	2.21748788924682
4930524B15Rik	0.477604790942014	0.832542675903073	0.870587591705273	0.303567882615379	0.727686514655694	1.14784709481285	1.91674680811111	1.17886934191155	1.59827088124496	0.737055938280917	0.904313392930794	1.29976031270565
4930563E22Rik	1.31717740874416	1.29483443768881	1.44541742136342	1.38038458527944	1.32949460907018	1.25732300300309	1.35303877192298	1.37873520272523	1.4477668637196	1.41473050033983	1.38132195275743	1.30468724814755
4930579G24Rik	1.19248646056403	1.07342338758003	1.22284426783349	1.14814666309238	0.942629470725095	1.02844840111084	1.0557457022577	1.10060506036159	1.00880911989475	1.09696846334552	1.20146913842818	1.14835352369552
4931406C07Rik	2.11253542685301	2.00702592225449	2.07584979792758	2.0102095135738	2.06346838261472	2.04527575531423	2.00999298326964	2.07488444707266	2.01404980891227	1.96378359207531	2.01239099835498	1.99750687994034
4931406P16Rik	3.09328062897263	3.06167769903561	3.11968666882569	3.06464679737286	3.05474238818095	3.0788334914308	3.11013825409749	3.12493770257281	3.13437451940215	3.07157376485735	3.08840868235393	3.11843542220356
4931414P19Rik	1.83504196552952	1.68818345951533	1.6849266561023	1.71138535348229	1.86215512598402	1.74153078616697	1.7564124187896	1.74972096491394	1.47977432558011	1.65558340312461	1.57932649153451	1.56904025778876
4931428F04Rik	6.24437296267588	6.25056377382769	6.26575944305027	6.25337853304387	6.24774436963768	6.28141692014369	6.23924013258369	6.24134971477128	6.23285546685486	6.2288132115844	6.21703589299106	6.237297840461
4932438A13Rik	2.86235424023322	2.98967400308879	2.86684717814016	2.89535465865963	2.87424126000622	2.9009389702599	3.02686099210544	2.88338171837228	2.87748151039629	3.03793427829941	3.08832435153703	3.05504331239343
4933407L21Rik	0.968025990085923	0.823353139164499	0.669468628730006	0.817318136716095	0.790812700134316	0.783452444395277	0.745677281040875	0.845188457462894	0.649363428873693	0.871382791127794	0.88054833602478	0.651761738434103
4933434E20Rik	3.3052849200606	3.23012321235409	3.33847171779237	3.32004345378308	3.24455081953034	3.1867757367416	3.30541791394973	3.24778616720635	3.20662862340575	3.20453600578636	3.22588945039911	3.31584132919577
5031439G07Rik	5.17040063761154	5.13497972838973	5.10199480945649	5.13379092908851	5.1092622321932	5.09135440302211	5.08876627853682	5.05812297406602	5.04223969238373	5.04061655914585	5.14028987346959	5.12540761149143
5330417C22Rik	2.0195492241432	2.05926799443832	1.97659830779332	2.02200332289204	2.08657822134197	1.938542475759	1.9998186934769	2.01646376968926	2.03785337866044	2.14261376808168	2.17918619896939	2.07057262233193
5730409E04Rik	3.9262682247133	4.04535880215915	3.8650338542474	3.88312439875517	4.09738390016476	3.98972507901751	4.03938061068446	3.93649292527877	4.07737986641003	3.98307602227494	4.10787415337116	3.95213955278989
5730455P16Rik	4.04548252830968	4.02220273143564	4.01519119551936	4.01132511232691	4.01791733780576	4.02400888497588	4.04414830798936	4.01440159266286	3.99126572930413	3.98290001597074	4.01859923003402	4.01621754339942
5730480H06Rik	1.01932835919105	1.083856877006	1.07259974512565	1.05081487055606	1.02313446371378	1.05558007306489	1.06427891431382	0.98390567364641	1.0647150839105	1.03911991578548	1.13068484566664	1.02264674296925
5730522E02Rik	1.17867193612137	1.21472256759037	1.24290273758428	1.35101336463659	1.29256297051654	1.09184272853517	1.24799994157625	1.12669503512294	1.1992650081694	1.22615503600188	1.1616268877124	1.21843967765235
6030458C11Rik	2.98715152662415	2.9753345254161	3.02411358216459	3.0238946488087	2.94389717803618	3.01622837095592	3.02995382623583	2.96670073492993	2.9656969677111	2.95658965716602	2.93078365549243	2.87158634733277
6330403K07Rik	7.44232286408434	7.50785849393981	7.47637545587952	7.51791459526111	7.53054578318655	7.46016548013638	7.51667846905384	7.44239489997857	7.53363986916349	7.49226567506454	7.49146571389912	7.49794099532298
6330409D20Rik	1.09836944336343	1.19277541097597	1.38440279752587	1.35324871152056	1.10253150336386	1.16003914120733	1.32767859663736	1.13682303965206	1.17677606601452	1.3369123960483	1.21478143138512	1.08686889040896
6430548M08Rik	3.95652488267982	3.96454985009537	3.91730155164218	3.95976208872488	4.00405349966274	3.97662152225004	3.92608579123285	3.96571292666629	3.94814206432051	3.9536105289388	3.90534250477916	3.99594146594346
6430571L13Rik	1.36987544072218	1.48821077220775	1.59996261691502	1.40592276281732	1.42721486397706	1.52311953262373	1.28010587195904	1.42240143553371	1.46896320979343	1.56514112137406	1.63504213006407	1.45274525249124
6720489N17Rik	2.03260643993854	2.06527783846313	1.93744746556431	2.11749566142278	1.89635312596413	1.99474247698943	2.13824698001175	1.8689321891574	2.1194462081241	1.83399439452886	1.99127746795581	1.90940309960994
6820408C15Rik	0.650498128410864	0.700068798384131	0.896189482927615	0.695947891486833	0.748069279467536	0.866365308271279	0.861611818596057	0.809214023849363	0.844053333911939	0.656737759857554	0.576269568480406	0.862668924432638
8030462N17Rik	2.23625069278496	2.30847882136063	2.38166667966617	2.36268881975176	2.26775822517901	2.19898334444474	2.37546299146717	2.21005627129411	2.36531585127974	2.32225228454629	2.40071138425471	2.26524611580232
9030624G23Rik	1.17154337013362	1.23012785794332	1.18444451374946	1.24742099144036	0.865484024635168	1.35374995914465	1.09144395864162	1.08959291383739	1.12322445663012	1.1597405978288	1.179745629078	0.995329492267191
9130019O22Rik	1.24084195622389	1.20098642380299	1.19515068591331	1.24889497142748	1.18434697987	1.22379223850024	1.19760817330122	1.0922260013314	1.15235095596072	0.983595933502201	1.07236323165608	1.10408283426772
9130023H24Rik	1.29876226403784	1.35568481452003	1.36047327321718	1.29481741103131	1.43703776352248	1.31381930467981	1.3849206321742	1.31188884002654	1.4061064239725	1.30867189810621	1.39710046960701	1.38565798067154
9130401M01Rik	2.24645910112377	2.25455733672333	2.17842130697934	2.26500061392017	2.26111924870687	2.34063938370622	2.20679217704332	2.35696012850389	2.31380517676564	2.30326824311779	2.11461502284841	2.39401142953837
